Year,LaborShare,CapitalShare,ProfitShare,Profitshare1,LaborShareIncludingOfficers,USPopultion,TotalPatentApplications,PtntppPatentApplicationPopula,Patent4YMAFouryearmovingaver,TotalPatentgranted,PatentInventionGrantsPercent,NumberofCopyrightregistered,CprtppCopyrightRegisteredPopu,Cprt4YMAFouryearmovingaverag,NumberofTrademarksRegistered,TrademarksRegisteredPopulation,TrdmarkGDPTrademarksRegistere,Trdmark4YMAFouryearmovingave,GrowthrateGrowthRateofRealG,ProductivityNonFarmOutputper,CorporateSectorIntangibleAsse,privatesectorRDExpensesNom,PriceindexforRDexpenses20,RealGDP1982pricesBalkeandG,RealGDPBillionof2012prices,TotalRDExpensesBillion,TotalRDGDP,CorptaxCorporateTaxRateofhi,MaxtaxMaximalIndividualMargin,PresidentThePresidentsParty,UnionmembersofunionNonFarm,Percentemployedmembersofunio,BLSdataonEmployedwageandsa,FriedmanUnionMembers,AllNonFarmEmployed,CivilianLaborForcethousands,Unemployedthousands,Totalnonfarmemployeesthousa,totalgovernmentemployeesthou,Unemployedasafractionofthe,CivilianunemploymentRate,YEAR,WorkersinvolvedinStopagesas,AS,FederalExpendituresMillion,DefenseExpendituresBillion,DefenseasafractionofFederalE,DefenseGDPDefenseExpenditures,FederalGDPFederalExpenditures,Threeyearmovingaverageofpro,Fouryearlagofthethreeyear,Fiveyearlagofthethreeyear,FouryearMovingaverageofpric,changeinCPI,InventoryValuationAdjustment,ValueAddedforCorrespondingye,IVAValueAdded,YearswhenabsolutevalueofIVA,YearsofInflationsorDeflation,BI,Adjustedfouryearmovingaverag,HouseMedianMedianideologyHouse,HouseMeanmeanideologyHouse,IdeologyPresmedianideologyPresid,SenateMedianmedianideologySena,SenateMeanmeanideologySenate,BalanceofPayments,PagesofRegulations,YearsWithoutCFRRegulations,BS,BT,BU,BV,InterpolatedPagesofRegulations,CivilServants,PolicyUncertainty,NGDPNominal,BOPGDP,NeutralTechChangeBocola,NumberofDOJAntitrustCases,AntitrustCivilCases,NumberofPrivateAntitrustCase,RestraintofTradecases,NumberofMergersandAcquisitio,MiningManufacturingMergers,MiningManufacturingMergerValu,Sizeofpublicutilities,Minimumwages,MinimumwagecoveragefromBrow,ManufacturingAHE,MedianWage,MinWagebiteadjustedforcovera,CivServPop,mergers_GDP,nonDefenseGDP,privateRD_GDP,privateRD_growth,publicRD_GDP,publicRD_growth,patentappsGDP,patentgrantsGDP,copyrightsGDP,imputed_privateRDgrowth,imputed_publicRDgrowth,cumprod_privRDgrowth,cumprod_pubRDgrowth,regulationgrowth,imputed_regulations,cumprod_regulations
1953,.5985762995632095,.0784223630885059,.2345692149773477,.1732545685826277,.6405353728489485,159565,77833,.4877824084228998,.459977252115975,43259,.1001178945421762,218506,1.369385516874001,1.338501298962289,15610,.0978284711559552,5.790918533907108,6.610208581726317,4.7,2.4,.0592734225621415,2.4,17.382,,2695.6,5.087,1.307040082219938,52,92,1,35.50437012543817,33.7,17860,,50303.66666666666,63056,1849.75,50303.66666666666,6756.5,4.074615933901532,2.925,1953,4.7,,76101,44.2,58.08070853208236,12.03375986931663,20.7190307650422,.023,.017860009119927,-.0149437371550836,4.613704680619224,.8,-.997,209.2,-.4765774378585086,0,0,1953,0,.06,.014195,.281,.061,.0413981,-1321,11.26242765989019,,,,,,30359,1226348,70.23428333333332,389200,-.0033941418293936,,18,.003605876242766,,7,295,,,,.75,.55,1.63,,.2354555433589462,7.685570143828534,.1094376020181036,8.6852713,.0061664953751285,1.192080921728782,.0069039054470709,1.073129272411827,28.87409,16.048004,81.060249,,,1,1,.992593954732039,,1
1954,.594905895385819,.1112297286703972,.2073491511975297,.2345692149773477,.63895601739971,162391,82745,.5095417849511364,.4652206134931278,36446,.1216320035120452,222665,1.371165889735269,1.33424891706737,15946,.0981950970189235,5.95,6.261390608369689,-.6,2,.0662155630739488,2.5,17.315,,2680,5.579,1.428681177976953,52,91,1,36.57772639534706,34.7,17955,,49087.25,63672.08333333333,3565.5,49087.25,6857.916666666666,7.785812810033155,5.591666666666667,1954,3.1,,70855,39.8,56.1710535600875,10.22610483042138,18.20529290853032,.021,.0413333333333333,.017860009119927,2.325152967672101,.5,-.318,206.9,-.1536974383760271,0,0,1954,2.975,.06,.014195,.281,.061,.0413981,170,11.51119402985075,,,,,,30850,1198784,62.3462875,390500,.0004353393085787,,24,.0048358208955224,,11,387,,,,.75,.55,1.6625,,.2295959325662296,7.382083982486714,.1444029850746269,7.979188,.0064020486555698,1.038198890311566,.0078847631241997,1.142072872325471,30.875,13.599254,83.083954,,,1,1,1.022088165844253,,1
1955,.5753664221813791,.1002353686250733,.2394561242514626,.2073491511975297,.6203346203346203,165275,83070,.5026168507033731,.4858951454440883,33248,.1222629932627527,224732,1.359745878081985,1.349540406777513,18207,.1101618514596884,6.341251044859293,6.090700459082451,7.1,4.3,.0656370656370656,2.7,17.581,,2871.2,6.272,1.474030552291422,52,91,1,34.98247492781378,33.2,17749,,50736.83333333334,64964.33333333333,2833.833333333333,50736.83333333333,7021.333333333333,6.087806484876261,4.366666666666667,1955,5.2,,68444,39.4,57.56530886564198,10.08962868117798,17.52727272727273,.029,.0416666666666667,.0413333333333333,2.684177614411914,-.4,-1.736,233.1,-.7447447447447447,0,0,1955,2.85,.0075,-.0212466,.281,.024,.0059596,372,11.56136806910003,,,,,,33195,1210729,49.12388416666666,425500,.0008742655699177,,34,.0059208693229312,,29,683,,,,.75,.55,1.74,,.2183206106870229,7.325542278021479,.2378796322095291,7.437644,.0063454759106933,.9911633372502938,.0083948296122209,1.064690147311552,28.932154,11.579827,78.271103,,,1,1,1.004358717185999,,1
1956,.5883800178149716,.0955768142176971,.2300775542128332,.2394561242514626,.632546981207517,168221,79834,.4745780847813293,.4936297822146847,49894,.1332023890648174,224908,1.33697933076132,1.359319153863144,20753,.1233674749288139,7.077138180330105,6.289826939774127,2.1,-.6,.0699720111955218,3.6,18.297,,2932.4,8.417,1.872941700044504,52,91,1,35.21552682570439,33.4,18477,,52468.33333333334,66537.33333333333,2744.916666666667,52468.33333333333,7386.166666666666,5.739251644378621,4.125,1956,3.6,,70640,40.9,57.89920724801812,9.612220916568742,16.60164512338425,.019,.0373333333333333,.0416666666666667,3.744330931796947,1.5,-2.693,250.1,-1.076769292283087,0,0,1956,.775,.0075,-.0212466,.281,.024,.0059596,2682,11.77465557222753,,,,,,34528,1218900,51.89247083333333,449400,.0059679572763685,,30,.0051152639476197,,22,673,,,,.9583333000000001,.55,1.838333,,.2647508561217098,7.245825432020973,.2295048424498704,6.9894242,.0080106809078772,1.262423972704347,.0107187360925679,1.276825925920389,27.224798,17.014732,76.697586,,,1,1,1.018448292784446,,1
1957,.5910155419497881,.1077760313424668,.2140857671739277,.2300775542128332,.6362246847535347,171274,79012,.4613192895594194,.4870140024988147,45236,.1388716951100893,225807,1.31839625395565,1.346571838133556,17483,.1020762053785163,5.839150328980328,6.301884888542431,2.1,2.6,.0745128009170806,3.7,18.713,,2994.1,9.603999999999999,2.026160337552743,52,91,1,34.80365390213774,32.8,18431,,52957.08333333334,66942.25,2877.416666666667,52957.08333333333,7724.75,5.980942878868976,4.3,1957,2.6,,76578,44.6,58.24127033873958,9.924343569203383,17.04005340453939,.021,.023,.0373333333333333,4.231731848149256,3.6,-1.539,261.7,-.5880779518532671,0,0,1957,.6000000000000001,.001,-.0296171,.281,.034,.0045248,4717,12.16692829230821,,,,,,36429,1256650,50.03426666666667,474000,.0099514767932489,,38,.0063458134330851,,16,585,,,,1,.55,1.930833,,.2656758012076173,7.337073928325373,.1953842557028823,7.1157098,.0078059071729958,.9744374120956399,.0124556962025316,1.162048966871024,26.389233,15.108379,75.41732,,,1,1,1.033315005918807,,1
1958,.5903567485106338,.1171292519840058,.202560728477323,.2140857671739277,.6386292834890965,174141,82552,.4740526355080079,.4781417151380325,50835,.1454706403068752,238935,1.372077799024928,1.346799815455971,15351,.0881527038434372,5.165208613728129,6.105687041974464,-.7,2.3,.0825545171339564,4,18.95,,2972,10.419,2.165211970074813,52,91,1,35.16005561515351,33.2,18081,,51424.83333333334,67670.08333333333,4627.083333333333,51424.83333333333,7945.666666666666,9.618466069031225,6.841666666666667,1958,3.9,,82405,46,55.82185546993508,9.70464135021097,17.38502109704641,.0143333333333333,.021,.023,4.203793632889405,2.7,-.255,256.8,-.0992990654205607,0,0,1958,1.3,.001,-.0296171,.281,.034,.0045248,802,12.35195154777927,,,,,,36710,1285396,52.4485525,481200,.0016666666666667,,47,.007907133243607,,13,589,,,,1,.55,1.985833,,.255585344057194,7.381351893006242,.1981830417227456,7.6803799,.0083125519534497,1.064905304306801,.0133395677472984,1.070961231744487,27.776581,17.104643,80.395355,,,1,1,1.015207063855882,,1
1959,.5806804269468316,.1312548620448903,.1989902503263018,.202560728477323,.6273486430062631,177130,83587,.471896347315531,.4704615892910718,55278,.1508737653315967,241735,1.364732117653701,1.3480463753489,18709,.1056229887653136,5.886665408092632,5.992040632782799,6.9,3.5,.08107167710508,4.4,19.288,,3178.2,11.387,2.182672033735864,52,91,1,34.04208810459884,32.1,18169,,53372.16666666666,68359.33333333333,3730.833333333333,53372.16666666666,8191.75,7.62776116605757,5.45,1959,3.3,,92098,42,45.60359616929792,8.728179551122196,19.13923524522028,.028,.029,.021,2.978570861643296,.8,-.277,287.4,-.0963813500347947,0,0,1959,1.85,-.134,-.0969616,.281,-.143,-.087767,-1272,12.20093134478636,,,,,,38777,1304629,41.3221475,521700,-.0024381828637148,,46,.0072368007048015,,12,835,,,,1,.55,2.075,,.2446535500427716,7.365375712753345,.2627273299351834,10.411056,.0084339658807744,1.014606095457159,.0133927544565842,1.00398713888586,26.300106,17.392864,76.060349,,,1,1,.9877735755027255,,1
1960,.587433464810726,.1556221771228001,.1642467922111888,.1989902503263018,.6358786262087363,180760,84246,.4660655012170834,.4683334434000104,49828,.1544914505900297,243926,1.34944678026112,1.35116323772385,18434,.1019805266651914,5.654601226993865,5.636406394448739,2.6,1.2,.0840280093364455,4.9,19.436,,3260,12.659,2.333886430678466,52,91,1,33.36837920761534,31.4,18117,,54293.91666666666,69658.66666666666,3874.166666666667,54293.91666666666,8464.916666666666,7.794607318782505,5.541666666666667,1960,2.4,,92191,42.6,46.20841513813713,8.16561242093157,17.67126701169255,.0233333333333333,.019,.029,1.100394937496554,1.6,-.173,299.9,-.0576858952984328,0,0,1960,2.15,-.134,-.0969616,.281,-.143,-.087767,3171,12.16963190184049,,,,,,39673,1351584,49.69622500000001,542400,.0058462389380531,,35,.0068711656441718,,26,844,,,,1,.55,2.145833,,.2372459560348403,7.477229475547688,.2588957055214724,9.5056543,.0090339233038348,1.071135860820595,.0143049410029499,1.06811045101459,25.842331,15.284662,74.823929,,,1,1,.997434667726473,,1
1961,.5837934105872007,.1645061847597178,.1580820049122328,.1642467922111888,.6336248785228377,183742,87921,.4785024654134602,.4726292373635206,50964,.1611725924181775,247014,1.344352407179632,1.357652276029845,16595,.0903168573325641,4.963361746672648,5.417459248871818,2.6,3.3,.0884353741496599,5.2,19.426,,3343.5,13.915,2.475097829953753,52,91,0,32.02789749150538,30.2,17328,,54102.83333333334,70449.91666666666,4705.666666666666,54102.83333333333,8706.666666666666,9.392204543413248,6.691666666666666,1961,2.6,,97723,44.2,45.2298844693675,8.14896755162242,18.0167772861357,.0266666666666667,.021,.019,.2314171101151841,1,.271,308.7,.0877874959507613,0,0,1961,2.175,-.089,-.0657506,-.472,-.108,-.0695714,4214,11.26962763571108,,,,,,37680,1393397,46.71295750000001,562200,.0074955531839203,,47,.008996560490504,,7,954,,,,1.05,.63,2.198333,,.2770122810549628,7.583443088678691,.2853297442799462,9.8678093,.0092493774457488,1.023849454402892,.0155016008537887,1.083653602667223,26.296097,15.24271,73.878868,,,1,1,.9260450707639484,,1
1962,.5774993763223469,.1543544603061224,.1752890205143878,.1580820049122328,.6279761904761905,186590,90077,.4827536309555711,.4748044862254114,58082,.1740986880617059,254776,1.365432231094914,1.355990884047341,17023,.0912321131893456,4.797373464096494,5.32550046146391,6.1,4.5,.0869047619047619,5.6,19.438,,3548.4,15.393,2.548931942374566,52,91,0,31.67468914457678,29.8,17630,,55659.58333333334,70619.41666666666,3917.75,55659.58333333333,9006.083333333332,7.746990632029068,5.566666666666666,1962,2.2,,106821,48.6,45.4966720026961,8.644610458911419,19.00053361792956,.03,.0143333333333333,.021,.3024531195814945,1.1,.026,336,.0077380952380952,0,0,1962,1.525,-.089,-.0657506,-.472,-.108,-.0695714,3803,11.03173261188141,,,,,,39145,1444654,56.55624333333333,603900,.0062974002318265,,56,.0101003269079022,,15,1260,,,,1.15,.63,2.271667,,.2921597518417992,7.742397770512889,.3550896178559351,10.355923,.0092730584533863,1.002560281248806,.0162162609703593,1.046102342803903,25.385244,16.368504,71.800247,,,1,1,.9788906047724388,,1
1963,.5725506140786554,.1522993600862923,.1822569088792605,.1752890205143878,.6231113598209289,189300,90982,.4806233491811939,.4769862366918271,48971,.1743792672175179,264845,1.399075541468568,1.364576740001059,19740,.1042789223454834,5.330956817629425,5.186573313848108,4.4,3.4,.0886961387800783,6,19.386,,3702.9,17.58,2.757647058823529,52,91,0,30.97940255519296,29.2,17586,,56766.75,71812.16666666666,4052.666666666667,56766.75,9342.75,7.872822638088454,5.641666666666667,1963,1.1,,111316,50.5,45.36634446081425,8.362311641000165,18.43285312137771,.0373333333333333,.028,.0143333333333333,-.0488119191427577,1.2,.054,357.4,.0151091214325686,0,0,1963,1.125,-.082,-.0681196,-.4045,-.1985,-.1068922,4946,10.35323665235356,,,,,,38337,1477953,60.2365175,637500,.007758431372549,,26,.0044937751492074,,9,1361,,,,1.183333,.63,2.34,,.2901103018147802,7.807464342313787,.3675497582975505,10.070541,.0094117647058824,1.014957983193277,.0181647058823529,1.120153771301229,24.570473,13.225039,71.523674,,,1,1,.9384959748936358,,1
1964,.5698014964545245,.1407524690461395,.1972180552247246,.1822569088792605,.6196891191709845,191927,92971,.4844081343427449,.4815718949732425,50389,.1786447229472594,278987,1.453609966289266,1.390617536508095,20087,.1046595841127095,5.129075913489773,5.055191985472085,5.8,2.8,.088860103626943,6.5,19.48,,3916.3,19.269,2.815047479912345,50,77,0,30.78376500036391,28.9,17976,,58394.41666666666,73077.25,3775.833333333333,58394.41666666666,9712.75,7.197890355684761,5.158333333333333,1964,2.7,,118528,51.4,43.3652807775378,8.062745098039215,18.59262745098039,.0356666666666667,.0233333333333333,.028,.54491668026381,1.3,-.494,386,-.127979274611399,0,0,1964,1.225,-.082,-.0681196,-.4045,-.1985,-.1068922,7468,9.96910349053954,,,,,,39042,1470747,55.73778833333333,684500,.0109101533966399,,51,.0083343972627225,,12,1950,,,,1.25,.63,2.406667,,.2919786096256685,7.663054182058803,.4979189541148533,10.529882,.0094959824689554,1.008948137326516,.018654492330168,1.026963632165985,23.739498,12.866481,71.237396,,,1,1,.9628972876103729,,1
1965,.5636340468949087,.1323679294606716,.214805008071036,.1972180552247246,.6132609721566776,194347,100150,.5153153894837584,.4907751259908171,66647,.1886266773090767,293617,1.51078740603148,1.432226286221057,18501,.0951957066484175,4.435839647070106,4.923311460571449,6.5,3.2,.0891930155733837,7.2,19.351,,4170.8,20.851,2.80897211370066,48,70,0,30.41948134611831,28.4,18519,,60878.75,74424,3353.666666666667,60878.75,10193.08333333333,6.205973426763222,4.508333333333333,1965,2.5,,118228,53.9,45.58987718645329,7.874360847333819,17.27216946676406,.0313333333333333,.0266666666666667,.0233333333333333,1.017315434309873,1.7,-1.245,423.8,-.2937706465313827,0,0,1965,1.15,-.2145,-.124723,-.337,-.201,-.1124563,6159,9.807231226623189,,,,,,40904,1494140,54.13979416666667,742300,.0082971844267816,,35,.0061259230843004,,18,2125,,,,1.25,.63,2.491667,,.2820247933884298,7.688001358395035,.5094945813752757,9.397809,.009699582379092,1.021440636690536,.0183901387579146,.9858289591818106,24.01218,15.979428,70.398247,,,1,1,.9837626057277905,,1
1966,.5712272789831456,.1357006798483642,.2094341138410337,.214805008071036,.6202967103848634,196599,93482,.4754958061841617,.4889606697979647,71886,.1953505236587781,286866,1.459142721987396,1.455653908944178,20259,.1030473196710054,4.55678265368092,4.863163757967556,6.6,3.6,.0903031606106214,8.1,19.445,,4445.9,23.231,2.856036390459798,48,70,0,29.95860991800078,28.1,19181,,64025,75744.58333333333,2866.583333333333,64025,10912.91666666667,5.120849609375,3.791666666666667,1966,3,,134532,63.8,47.42366128504742,8.594907719250976,18.12366967533342,.032,.03,.0266666666666667,1.653951495072176,2.9,-2.107,465.1,-.4530208557299506,0,0,1966,1.325,-.2145,-.124723,-.337,-.201,-.1124563,3810,9.277086754088037,,,,,,41245,1620893,64.89991083333332,813400,.0046840422916154,,36,.0059110641264986,,19,2377,,,,1.25,.63,2.5975,,.2703416405347417,8.244665537464586,.5346499021570437,9.5287619,.0099582001475289,1.026662773543152,.0186021637570691,1.011529276746934,21.026564,16.169054,64.52372,,,1,1,.9459435124670054,,1
1967,.5779486980252224,.1388331168501202,.1989347975025075,.2094341138410337,.6278501628664495,198752,90544,.4555627113186282,.4826955103323233,69098,.213506139154161,294406,1.481273144421188,1.476203309682333,20036,.1008090484624054,4.386356670607294,4.627013721212023,2.7,1.9,.0962947882736156,9,19.561,,4567.8,24.849,2.889418604651163,48,70,0,29.89592088217637,27.9,19712,,65935.41666666667,77347.66666666666,2971.833333333333,65935.41666666666,11528.08333333333,5.179289811923607,3.841666666666667,1967,4.3,,157464,73.7,46.8043489305492,9.060732726825671,19.35874108679617,.029,.0373333333333333,.03,2.447197022834557,2.9,-1.554,491.2,-.3163680781758958,0,0,1967,1.775,-.068,-.0636629,-.337,-.186,-.0967228,3484,9.107228862909935,,,,,,41600,1699856,74.16750666666668,860000,.0040511627906977,,34,.0054336879898419,,9,2975,,,,1.3875,.77,2.706667,,.3521743264659271,8.552648526807278,.6512982179605061,10.298008,.0104651162790698,1.050904392764858,.0184290697674419,.9906949539909593,19.822233,15.127194,64.452469,,,1,1,.981690600111802,,1
1968,.5786684770830673,.13882037412198,.1943355354394832,.1989347975025075,.6275594908688433,200745,98737,.491852848140676,.484556688781806,62714,.2194536847492324,303451,1.511624199855538,1.4907068680739,21528,.1072405290293656,4.492206247522066,4.467796304720097,4.9,3.5,.0979524073049253,9.9,19.972,,4792.3,26.589,2.826512171786967,52.8,75.25,0,29.77949823598588,27.9,20258,,68026.66666666667,78710.41666666666,2797.416666666667,68026.66666666666,11975.41666666667,4.753576971440872,3.558333333333333,1968,3.8,,178134,81.40000000000001,45.69593676670372,9.465116279069768,20.71325581395349,.03,.0356666666666667,.0373333333333333,3.251527669037835,4.2,-3.651,542.1,-.673491975650249,0,0,1968,2.2,-.068,-.0636629,-.337,-.186,-.0967228,1533,8.917430044028963,,,,,,42735,1738235,87.4163125,940700,.0016296375039864,,47,.0071594015399704,,15,4462,,,,1.592919,.77,2.886667,,.3776227161634103,8.658920521059056,.9310769359180352,11.248139,.0105240778143935,1.005634102264271,.0177410439034761,.9626662727610246,20.60326,13.08641,63.320534,,,1,1,.9791595421902763,,1
1969,.5877123222228882,.1435866626610165,.1791462495836762,.1943355354394832,.6390722871169798,202736,104357,.5147433114986978,.4844136692855409,71230,.2475175007394679,301258,1.485962039302344,1.484500526391617,20613,.1016740983347802,4.170899010542077,4.401561145588089,3.1,.2,.1017436939224649,11,20.741,,4942.1,28.165,2.767786949685535,52.8,77,1,28.90455672447169,27.1,20382,,70514.83333333333,80705.08333333333,2830.166666666667,70514.83333333333,12333.08333333333,4.638711290007552,3.491666666666667,1969,3.5,,183640,82.59999999999999,44.97930734044871,8.780695226958647,19.52163282661848,.0186666666666667,.0313333333333333,.0356666666666667,4.056927746035538,5.4,-5.87,590.7,-.993736245132893,0,0,1969,2.925,-.068,-.0596258,.552,-.092,-.0561569,1604,8.790392748022095,,,,,,43443,1734827,76.98039166666668,1017600,.0015762578616352,,43,.0063515509601182,,15,6107,,,,1.605701,.77,3.07,,.3558448487062406,8.557074224607371,1.235709516197568,10.740937,.010809748427673,1.027144479385045,.0168681210691824,.9507964221810697,21.115923,14.412901,60.957489,,,1,1,.9857540462465493,,1
1970,.5965508228520031,.1626945914380585,.1476325468274029,.1791462495836762,.6502205521973533,205089,109359,.5332270380176412,.4988464772439108,67964,.2640076815126671,316466,1.543066668617039,1.505481513049027,21745,.1060271394370249,4.391775897239109,4.360309456477637,.2,1.5,.1083156347002124,11.5,21.594,,4951.3,28.31,2.637659554644554,49.2,71.75,1,29.22370785211404,27.4,20751,,71007.41666666667,82796.08333333333,4127.333333333333,71007.41666666666,12689.5,6.609523275722867,4.983333333333333,1970,4.7,,195649,81.8,41.80956713297794,8.038522012578616,19.22651336477987,.0173333333333333,.032,.0313333333333333,4.792438411113509,5.9,-6.552,612.1,-1.07041333115504,0,0,1970,3.850000000000001,-.068,-.0596258,.552,-.092,-.0561569,3723,8.892816028113828,,,,,,44031,1762449,73.65502333333333,1073300,.0034687412652567,,58,.0109062266475471,,,5152,,,,1.605725,.77,3.234167,,.332093125,8.593581323230403,1.04053480904005,11.187991,.010714618466412,.991199613765532,.0156619770800335,.9284956525862007,22.086927,13.726496,63.915741,,,1,1,1.011651729681223,,1
1971,.5829850724352957,.1473696420043157,.1746233457812995,.1476325468274029,.6380692994401573,207692,111095,.5349026443002137,.5186814604893072,81790,.2802168154615913,329696,1.587427536929684,1.532020111176152,21019,.1012027425225815,4.109848855170796,4.291182502618512,3.3,3.9,.107277954304736,11.9,22.442,,5114.3,29.14,2.50150227487338,48,70,1,28.85431598574247,,20582,,71330.75,84376.16666666666,5021.666666666666,71330.75,13013.25,7.928217137895192,5.95,1971,4.5,,210172,82.3,39.15840359324744,7.667939998136589,19.58185036802385,.0186666666666667,.029,.032,5.365204613191577,4.3,-4.584,660.9,-.6935996368588289,0,0,1971,4.6,-.0885,-.0751531,.552,-.089,-.0482718,311,8.867880257317717,,,,,,45353,1768528,98.97769749999999,1164900,.0002669757060692,,61,.0101675693643314,,,4608,,,,1.605749,.77,3.449167,,.3116916250636287,8.515147429848044,.9010030698238273,11.91391,.0102154691389819,.9534141762495008,.0147995536097519,.944935210550073,21.722425,15.992414,64.465515,,,1,1,.9971959646171383,,1
1972,.5824254635543636,.1395679533855055,.1861795943850046,.1746233457812995,.6388320371128394,209924,105300,.5016101065147387,.5211207750828228,78185,.3056732126812989,344574,1.64142261008746,1.564469713734132,23252,.1107638955050399,4.319283710735051,4.247951868421758,5.3,3.5,.1046527493518898,12.9,23.211,,5383.3,31.259,2.443827691345478,48,70,1,28.31506204182953,,20893,,73787.58333333333,87011,4875.833333333333,73787.58333333333,13466,7.478568297056761,5.6,1972,2.3,,230681,84.40000000000001,36.58732188606778,7.245257103614044,19.80264400377715,.0296666666666667,.03,.029,5.239995400675296,3.3,-6.61,732.9,-.9018965752490109,0,0,1972,4.95,-.0885,-.0751531,.552,-.089,-.0482718,-4036,8.896773354633774,,,,,,47894,1757454,87.09098666666667,1279100,-.0031553436009694,,86,.01337469581855,,,4801,,,,1.636458,.77,3.698333,,.2981741903071672,8.371858386844762,.8918321475674772,12.557387,.0100852161676179,.9872494381225245,.0143530607458369,.969830653296138,19.560493,14.52362,64.00795,,,1,1,1.003258174048101,,1
1973,.5839927146766855,.1328143577977854,.1928491089446952,.1861795943850046,.6414289197756645,211939,109622,.5172337323475151,.5217433802950272,78622,.2981049190376462,353648,1.668631068373447,1.610136971001908,26112,.1232052618913933,4.591363060908708,4.353067881013416,5.6,3.1,.1044867105584004,14.6,24.627,,5687.2,33.777,2.369650624386137,48,70,1,27.68990702412171,,21294,,76901.66666666667,89410.66666666666,4359.333333333333,76901.66666666666,13862.91666666667,6.468037543105208,4.858333333333333,1973,2.9,,245707,84.90000000000001,34.55335012840497,6.637479477757799,19.20936596044094,.035,.0186666666666667,.03,5.899453771894164,6.2,-19.569,820.2,-2.385881492318946,0,1,1973,4.725,-.0915,-.0658507,.529,-.1345,-.0646471,8860,9.264488676325785,,,,,,52689,1771605,120.4018991666667,1425400,.0062157990739442,,61,.0073850049233366,,,4040,,,,1.636021,.77,3.968333,,.2810825180862476,8.359032551819155,.7103671402447602,12.571886,.0102427388803143,1.015619170682947,.0134537673635471,.9373448354873938,19.275215,13.824378,62.183147,,,1,1,1.041331312716929,,1
1974,.5893108506589794,.1266483792657492,.1956864535285088,.1928491089446952,.648943345323741,213898,108011,.5049649833098019,.5146778666180674,81278,.3279690263844736,372832,1.743036400527354,1.660129403979486,28099,.1313663521865562,4.967559444886414,4.497013767925242,-.5,-1.6,.1101618705035971,16.4,27.532,,5656.5,36.416,2.356717577012684,48,70,1,27.6118252556621,,21643,,78383.08333333333,91975.91666666666,5173.333333333333,78383.08333333333,14303.41666666667,7.470193830351514,5.641666666666667,1974,3.5,,269359,89.5,33.22703158238633,6.278939245124175,18.89708152097657,.0166666666666667,.0173333333333333,.0186666666666667,8.751891061272405,11,-38.221,889.6,-4.29642535971223,0,1,1974,4.925000000000001,-.0915,-.0658507,.529,-.1345,-.0646471,5956,9.861928754530187,,,,,,55784,1823114,133.8634166666667,1545200,.0038545172146001,,54,.0058339962874569,,,2861,,,,1.867012,.83,4.309167,,.3219667882129657,8.523286800250586,.5057897993458853,12.618142,.0106135128138752,1.036198709924503,.0129536629562516,.9628279281347998,19.095024,14.368956,65.91214,,,1,1,1.064487107608117,,1
1975,.569607968736225,.1486689594385854,.1942036518355469,.1956864535285088,.6295183842568617,215981,107456,.4975252452762048,.5053335168620652,76810,.4745525434373037,401274,1.857913427570018,1.72775087663957,30931,.143211671397021,5.479556405895692,4.839440655606466,-.2,2.8,.1105126877265666,17.5,29.904,,5644.8,38.978,2.313371713454805,48,70,1,27.77553719115495,,21407,,77071.41666666667,93769.83333333333,7939.583333333333,77071.41666666666,14819.58333333333,11.31133080136816,8.475,1975,2.2,,332332,95.3,28.67614313397446,6.167486409526274,21.50737768573648,.0143333333333333,.0186666666666667,.0173333333333333,9.299947859484408,9.1,-10.544,965.5,-1.09207664422579,0,1,1975,6.2,-.218,-.1218889,.506,-.204,-.0883069,19828,10.51268424036281,,,,,,59342,1855115,118.5875416666667,1684900,.0117680574514808,,66,.0065547052154195,,,2297,,,,2.1,.83,4.703333,,.3353783533765032,8.589250906329724,.4069231859410431,15.339891,.010386373078521,.9785990049347939,.0127473440560271,.984072543733664,19.036282,13.607214,71.087372,,,1,1,1.065986634260939,,1
1976,.5691035232426347,.1230126956299986,.2238223445413279,.1942036518355469,.6279775590913271,218086,109580,.5024623313738616,.5055465730768459,75388,.3619507510071232,410969,1.884435497922838,1.788504098598414,26326,.1207138468310666,4.425281559926038,4.865940117904213,5.4,3.5,.1076979674422882,19.6,31.475,,5949,43.147,2.303138678338849,48,70,1,26.62770454328684,,21171,,79507.41666666667,96150.66666666666,7398.166666666666,79507.41666666666,15000.25,10.28875929462812,7.7,1976,3,,371792,99.3,26.70848216206911,5.893524838269333,22.0661166834827,.0156666666666667,.0296666666666667,.0186666666666667,9.896209698698279,5.8,-14.113,1087.3,-1.297985836475674,0,0,1976,7.4,-.218,-.1218889,.506,-.204,-.0883069,7093,10.58161035468146,,,,,,62950,1875399,100.3813325,1873400,.0037861641934451,,61,.0075642965204236,,,2276,,,,2.301434,.83,5.0925,,.3431677023320089,8.599355300202673,.3825853084552026,16.172592,.0104622611294972,1.007306501547988,.0125691256538913,.9860191737704387,18.419903,12.672382,69.082031,,,1,1,1.006556471472244,,1
